geoid,b19013001,b19013001_moe
14000US01097005500,47900,5319
14000US01097005600,56360,12101
14000US01097006301,52213,7463
14000US01097005700,64149,5429
14000US01097005800,39219,7978
14000US01097005900,46474,10404
14000US01097006000,45827,6464
14000US01097006102,41557,6480
14000US01097006103,37412,4658
14000US01097006104,50756,4181
14000US01097006105,55228,18058
14000US01097006302,64087,9205
14000US01097006200,65649,13210
14000US01097006402,46875,15964
14000US01097006403,48750,7887
14000US01097006404,63145,8313
14000US01097006405,65633,8460
14000US01097006901,41272,2870
14000US01097006406,96611,9275
14000US01097006407,70377,10458
14000US01097006501,62531,7049
14000US01097006502,64230,9679
14000US01097006600,70170,11288
14000US01097006701,45522,13605
14000US01097006702,40821,10522
14000US01097006801,80675,11050
14000US01097006802,37078,5256
14000US01097006902,45313,18153
14000US01097007000,57372,15426
14000US01097007103,56128,9941
14000US01097007101,54848,6698
14000US01097007201,56964,23009
14000US01097007500,27740,4485
14000US01097007102,33994,4872
14000US01097007600,24750,8492
14000US01097007202,62441,7012
14000US01099075700,18824,6616
14000US01097007300,38854,6708
14000US01097007400,36870,1926
14000US01097007700,17000,5516
14000US01097990000,,
14000US01099075600,18264,7171
14000US01099075800,16923,12416
14000US01101000500,39535,6884
14000US01099076200,31912,14451
14000US01101000100,16417,11436
14000US01099075900,35250,14687
14000US01101000200,30438,9102
14000US01101000600,20682,7151
14000US01099076000,30807,7558
14000US01101000700,26827,10422
14000US01101000300,18250,5450
14000US01099076100,35777,11692
14000US01101000400,21315,4971
14000US01101000900,99063,11756
14000US01101001600,27801,6514
14000US01101001000,14397,2687
14000US01101001100,15054,5012
14000US01101001700,43879,4718
14000US01101001200,15516,3327
14000US01101002100,43784,10833
14000US01101001800,46956,8269
14000US01101001300,48482,12776
14000US01101002201,26829,3591
14000US01101001900,46111,9260
14000US01101002202,31276,4284
14000US01101001400,68000,7127
14000US01101001500,21974,5293
14000US01101002000,76875,14995
14000US01101002300,26553,6435
14000US01101003000,24344,9241
14000US01101002400,29250,5873
14000US01101002500,34109,1853
14000US01101002600,68831,8235
14000US01101003100,38227,7817
14000US01101002700,82041,5675
14000US01101002800,44404,4660
14000US01101005101,54477,11493
14000US01101005102,39274,5392
14000US01101003200,41259,2698
14000US01101005301,62019,10750
14000US01101002900,35414,4799
14000US01101003301,72446,10411
14000US01101005302,41122,4478
14000US01101003302,49854,7063
14000US01101005402,48639,7972
14000US01101005603,28511,3712
14000US01101005410,37654,10023
14000US01101005403,35904,3532
14000US01101005406,92500,13328
14000US01101005407,59599,7377
14000US01101005604,95301,15816
14000US01101005408,74451,4666
14000US01101005409,43558,9323
14000US01101005501,58344,7722
14000US01101005605,76579,11098
14000US01101005502,67500,15715
14000US01101005503,95132,9654
14000US01101005606,30208,12307
14000US01101005504,120833,27522
14000US01101005607,102618,6456
14000US01101006100,35096,9367
14000US01101005700,36841,3160
14000US01101005800,43427,2671
14000US01101005608,125842,10337
14000US01101005609,64733,10027
14000US01101005610,54844,8085
14000US01101005611,89855,18706
14000US01101005901,48222,4848
14000US01103000100,31152,5396
14000US01101005902,25250,9256
14000US01101005612,81875,8173
14000US01103000200,83063,3753
14000US01101006000,39513,11328
14000US01103000300,52031,5899
14000US01103000400,39299,8082
14000US01103005108,55720,19314
14000US01103005101,56903,7349
14000US01103005103,56250,12806
14000US01103005105,71591,12121
14000US01103005106,38730,11975
14000US01103000600,19679,3255
14000US01103000700,32098,6049
14000US01103000800,38504,9930
14000US01103000900,35893,13375
14000US01103001000,54808,6515
14000US01103005109,24450,3648
14000US01103005107,71849,20339
14000US01103005200,53454,5679
14000US01103005301,65101,8854
14000US01103005302,63992,17673
14000US01105687100,17969,7614
14000US01103005600,48723,9422
14000US01103005701,46750,10707
14000US01103005702,46771,9969
14000US01105686800,21463,4267
14000US01105687000,25484,3463
14000US01103005303,41118,6315
14000US01103005304,62700,12430
14000US01103005404,63661,9994
14000US01103005405,50444,7450
14000US01103005500,48007,6342
14000US01107050000,51273,8215
14000US01107050100,30231,8667
14000US01107050400,34688,9255
14000US01107050200,39605,5617
14000US01109188600,40855,10148
14000US01107050300,29142,4021
14000US01109188700,41442,8144
14000US01109188800,56912,22936
14000US01109189000,41542,13385
14000US01111000200,49623,6940
14000US01109189100,24750,9466
14000US01109189200,44137,3614
14000US01109189300,35050,4504
14000US01111000100,36361,8920
14000US01109188900,25313,8294
14000US01111000300,44451,7377
14000US01111000400,37639,4646
14000US01113030200,22981,2925
14000US01111000500,43346,18284
14000US01113030300,35127,8592
14000US01113030600,29275,2543
14000US01111000600,35250,7317
14000US01113030700,30124,6185
14000US01113030800,21017,8057
14000US01113030901,35910,4263
14000US01113030902,64674,12677
14000US01113030401,51082,15303
14000US01113030402,48828,9191
14000US01113030500,37844,4204
14000US01113031000,58427,6789
14000US01115040205,58929,12138
14000US01113031100,34506,5315
14000US01113031200,51313,19505
14000US01115040103,61784,5638
14000US01115040104,63961,7502
14000US01115040105,45802,6556
14000US01115040106,56290,9349
14000US01115040201,42732,9218
14000US01115040203,44361,6788
14000US01115040204,45644,10822
14000US01115040300,44602,12225
14000US01115040502,60329,3522
14000US01115040401,50431,7617
14000US01117030102,46637,9414
14000US01115040402,49583,10670
14000US01117030103,56691,17206
14000US01117030213,70900,11089
14000US01115040501,67432,7378
14000US01117030214,91154,13609
14000US01117030211,128571,21099
14000US01117030303,78325,10441
14000US01117030212,41067,5218
14000US01117030215,77614,8064
14000US01117030216,125441,16570
14000US01117030217,123333,16508
14000US01117030304,116820,10072
14000US01117030315,58486,4266
14000US01117030305,109013,11560
14000US01117030316,56870,6112
14000US01117030306,67563,10774
14000US01117030317,73288,6499
14000US01117030319,47875,11129
14000US01117030330,105183,8563
14000US01117030314,46620,5465
14000US01117030331,116452,15190
14000US01117030320,68083,5230
14000US01117030344,79519,12208
14000US01117030336,100705,11362
14000US01117030332,94107,12842
14000US01117030333,120163,11430
14000US01117030334,119722,18699
14000US01117030345,98235,8314
14000US01117030337,65377,4941
14000US01117030405,32167,14430
14000US01117030340,86379,8657
14000US01117030408,32756,6865
14000US01117030406,47440,9738
14000US01117030501,59792,14359
14000US01117030341,58851,3452
14000US01117030407,27813,10223
14000US01117030342,128750,11159
14000US01117030502,83400,9544
14000US01117030604,85536,12422
14000US01117030704,55375,15415
14000US01117030605,74770,6716
14000US01117030607,71553,4822
14000US01117030608,83212,9683
14000US01117030800,58652,4155
14000US01117030609,80343,11046
14000US01119011400,26667,11377
14000US01117030900,37174,13858
14000US01119011500,24655,5888
14000US01117030701,53201,7322
14000US01117980000,,
14000US01117030703,44315,9177
14000US01119011600,29783,7275
14000US01119011300,21613,4162
14000US01121010101,71028,10103
14000US01121010102,43636,5486
14000US01121011100,40958,10308
14000US01121010500,22670,4879
14000US01121010201,63016,9549
14000US01121010202,52673,5108
14000US01121010301,28750,16324
14000US01121011200,46076,11443
14000US01121010302,60208,9853
14000US01121010400,42872,9328
14000US01121010600,18462,5098
14000US01121010700,31359,10026
14000US01121011300,36035,4446
14000US01121010900,38973,9000
14000US01121011400,31716,10137
14000US01121011000,34972,10312
14000US01121011500,50206,8682
14000US01123962400,39898,8628
14000US01123961900,44632,6008
14000US01123962000,47632,18476
14000US01121011600,31996,5764
14000US01121011700,40114,7681
14000US01121011800,20313,5160
14000US01121011900,40587,10149
14000US01123962100,25707,6069
14000US01123962501,51994,7898
14000US01123962200,27463,12056
14000US01121012000,45227,9314
14000US01123962300,51073,4087
14000US01123962502,65213,7760
14000US01123962600,28550,4791
14000US01123962700,49785,5499
14000US01125010403,41289,7822
14000US01125010203,74702,13368
14000US01125010204,61270,8756
14000US01125010301,58409,9923
14000US01125010302,42048,6019
14000US01125010101,134883,18974
14000US01125010102,73695,7677
14000US01125010103,66615,14855
14000US01125010201,77406,9725
14000US01125010202,76901,7186
14000US01125010303,61938,13087
14000US01125010404,40993,10028
14000US01125010405,107750,32686
14000US01125010406,108438,8108
14000US01125010407,53438,6480
14000US01125011401,11974,9389
14000US01125010703,68875,12716
14000US01125010802,64468,7545
14000US01125010803,33182,9184
14000US01125010804,49387,11599
14000US01125011200,27083,8624
14000US01125010500,34125,10805
14000US01125010601,50273,8420
14000US01125010602,67630,10433
14000US01125010701,67725,11934
14000US01125010702,58272,4445
14000US01125011402,18239,4668
14000US01125011600,28818,7444
14000US01125011701,26353,1469
14000US01125011703,25307,6909
14000US01125011800,23053,5855
14000US01125012405,39292,9703
14000US01125011901,32841,4418
14000US01125011902,18409,5076
14000US01125012000,25852,11027
14000US01125012100,46571,4728
14000US01125012303,50870,8792
14000US01125012304,31658,4790
14000US01125012305,51271,4016
14000US01125012403,48712,7830
14000US01125012404,48938,15119
14000US01125012501,50045,9398
14000US01125012502,82120,8277
14000US01125012503,82045,7730
14000US01125012700,56652,8389
14000US01125012600,22257,3723
14000US01125012800,31769,10040
14000US01127021000,35067,4735
14000US01127020100,26404,3986
14000US01127020200,48750,12142
14000US01127020300,49848,12214
14000US01127020400,37813,6790
14000US01127020600,50446,14897
14000US01127020700,50685,6575
14000US01127020800,46591,7989
14000US01127020900,56538,10946
14000US01127021100,32806,4657
14000US01127021200,45263,12544
14000US01127021500,32583,8772
14000US01127021300,42008,9016
14000US01127021600,38000,11000
14000US01127021400,40833,2929
14000US01127021700,43233,11152
14000US01131034700,16957,5099
14000US01127021800,37825,5105
14000US01127021900,43148,7725
14000US01129043900,45000,7406
14000US01129044000,41986,7478
14000US01129044100,32134,7219
14000US01129044200,35139,12245
14000US01129044300,50179,13017
14000US01131034800,31531,8756
14000US01131035100,35048,7130
14000US01133965502,33688,12632
14000US01131035200,25599,4616
14000US01133965503,50481,10249
14000US01133965501,44144,8615
14000US01133965600,38083,9565
14000US01133965700,39386,10242
14000US01133965900,39125,5317
14000US05001480600,51094,6807
14000US05091980000,,
14000US05001480100,44500,22810
14000US05001480200,56250,14187
14000US05001480300,46140,3603
14000US05001480400,26644,4873
14000US05001480500,43118,4800
14000US01133965800,27456,6057
14000US05001480700,28953,5238
14000US05003960300,40375,7389
14000US05001480800,48173,9956
14000US05003960400,42284,8422
14000US05003960100,36357,3484
14000US05003960500,46522,10541
14000US05003960200,48831,8797
14000US05003960600,30370,6535
14000US05005950600,41780,5868
14000US05003960700,41442,6805
14000US05007020102,69402,10677
14000US05005950100,39912,6586
14000US05005950200,48064,8097
14000US05005950300,34818,8423
14000US05005950400,38632,7097
14000US05005950500,39077,3939
14000US05005950700,37202,7013
14000US05007020201,39929,4788
14000US05007020203,53042,18020
14000US05005950800,48360,3804
14000US05007020205,48382,6122
14000US05005950900,40946,4653
14000US05007020206,53797,5342
14000US05007020301,29085,6323
14000US05007020101,60063,6542
14000US05007020302,41875,8150
14000US05007020504,46033,12987
14000US05007020304,56809,7636
14000US05007020305,56923,12984
14000US05007020401,48913,5715
14000US05007020402,50704,4586
14000US05007020404,48475,9076
14000US05007020603,91448,12288
14000US05007020405,97933,23348
14000US05007020501,85380,15901
14000US05007020604,52198,13583
14000US05007020503,50625,12971
14000US05007020805,56762,11179
14000US05007020806,77150,8547
14000US05007020901,79063,9998
14000US05007020701,66991,11612
14000US05007020703,73487,12069
14000US05007020704,77830,7748
14000US05007020801,75417,8556
14000US05007020803,57146,4883
14000US05007021002,54422,4948
14000US05007020605,76875,21282
14000US05007021101,48800,6605
14000US05007021102,54167,4696
14000US05007020902,64622,10039
14000US05007021001,49750,8305
14000US05007020606,125000,20737
14000US05007021201,42415,4874
14000US05007021310,74808,6016
14000US05007021202,35268,12556
14000US05007021407,71574,10763
14000US05007021408,54112,9798
14000US05007021409,69962,6850
14000US05007021301,62844,9443
14000US05007021304,90442,15233
14000US05007021305,61818,9916
14000US05007021306,138021,31567
14000US05007021311,95594,13013
14000US05007021308,136715,7025
14000US05009790100,49388,10814
14000US05007021404,60128,8373
14000US05009790200,45592,6073
14000US05007021405,64896,15369
14000US05007021406,66085,8069
14000US05013480100,42625,4940
14000US05011950100,39244,4693
14000US05011950200,38214,11200
14000US05011950300,39955,8060
14000US05011950400,35455,5581
14000US05009790300,43256,4067
14000US05009790400,52404,8070
14000US05009790501,39375,7142
14000US05009790502,30600,4240
14000US05009790600,41070,3427
14000US05013480200,46382,11180
14000US05011950500,46268,9841
14000US05015950100,35662,9050
14000US05015950200,42235,7793
14000US05015950300,43164,10325
14000US05019953900,45099,12276
14000US05017080400,21558,6450
14000US05019953601,31567,5376
14000US05019953602,53696,8110
14000US05019953700,48596,7236
14000US05019953800,35912,5468
14000US05015950400,45542,7072
14000US05015950500,45404,5111
14000US05017080100,44107,11937
14000US05017080200,25858,4631
14000US05017080300,38750,4054
14000US05021950100,40698,3811
14000US05021950500,30030,3337
14000US05021950200,36982,5178
14000US05021950600,32492,4307
14000US05021950300,39444,5945
14000US05023480100,45582,5741
14000US05023480300,44688,7323
14000US05021950400,27500,9751
14000US05023480400,38023,8337
14000US05023480201,47656,9247
14000US05025970200,47222,9099
14000US05023480202,37275,7962
14000US05023480501,43217,8424
14000US05023480502,52708,9783
14000US05025970100,41360,5630
14000US05027950100,40653,8806
14000US05027950500,23097,2772
14000US05027950200,36592,5265
14000US05029950100,44231,10996
14000US05029950500,48077,10598
14000US05027950300,44746,16515
14000US05029950600,54000,10984
14000US05029950200,41310,6195
14000US05027950400,44714,6856
14000US05029950300,34271,9901
14000US05031000101,22285,6950
14000US05031000300,55574,8622
14000US05031000102,32302,7234
14000US05031000200,43926,5273
14000US05029950400,41250,14101
14000US05031000601,40313,10714
14000US05031000401,41276,12352
14000US05031000602,15678,3530
14000US05031000402,34212,5607
14000US05031000700,51648,7255
14000US05031000900,43140,3626
